Team,Match Played,Players,Batsman Runs,Balls,Fours,Sixes,Strike Rate,Over,Bowler Balls,Maiden,Bowler Runs,Wickets,Economy Rate,Catches,Run Out,50s,100s,Vs,Times Out
Punjab Kings,1,Murugan Ashwin,0,0,0,0,0.0,4.0,24,0,43,0,10.8,0,0,0,0,RR,No
Punjab Kings,1,Riley Meredith,0,0,0,0,0.0,4.0,24,0,49,1,12.3,0,0,0,0,RR,No
Punjab Kings,1,Mohammed Shami,0,0,0,0,0.0,4.0,24,0,33,2,8.3,1,0,0,0,RR,No
Punjab Kings,1,Arshdeep Singh,0,0,0,0,0.0,4.0,24,0,35,3,8.8,1,0,0,0,RR,No
Rajasthan Royals,1,Ben Stokes,0,3,0,0,0.0,1.0,6,0,12,0,12.0,1,0,0,0,PBKS,Yes
Rajasthan Royals,1,Manan Vohra,12,8,1,1,150.0,0.0,0,0,0,0,0.0,0,0,0,0,PBKS,Yes
Rajasthan Royals,1,Sanju Samson,119,63,12,7,188.89,0.0,0,0,0,0,0.0,1,0,0,1,PBKS,Yes
Rajasthan Royals,1,Jos Butler,25,13,5,0,192.31,0.0,0,0,0,0,0.0,0,0,0,0,PBKS,Yes
Rajasthan Royals,1,Shivam Dube,23,15,3,0,153.33,1.0,6,0,20,0,20.0,0,0,0,0,PBKS,Yes
Rajasthan Royals,1,Riyan Parag,25,11,1,3,227.27,1.0,6,0,7,1,7.0,1,0,0,0,PBKS,Yes
Rajasthan Royals,1,Rahul Tewatia,2,4,0,0,50.0,2.0,12,0,25,0,12.5,1,0,0,0,PBKS,Yes
Rajasthan Royals,1,Chris Morris,2,4,0,0,50.0,4.0,24,0,41,2,10.3,1,0,0,0,PBKS,No
Rajasthan Royals,1,Shreyas Gopal,0,0,0,0,0.0,3.0,18,0,40,0,13.3,0,0,0,0,PBKS,No
Rajasthan Royals,1,Chetan Sakariya,0,0,0,0,0.0,4.0,24,0,31,3,7.8,1,0,0,0,PBKS,No
Rajasthan Royals,1,Mustafizur Rahman,0,0,0,0,0.0,4.0,24,0,45,0,11.3,0,0,0,0,PBKS,No
Mumbai Indians,1,Rohit Sharma,43,32,3,1,134.38,1.0,6,0,9,0,9.0,0,0,0,0,KKR,Yes
Mumbai Indians,1,Quinton de Kock,2,6,0,0,33.33,0.0,0,0,0,0,0.0,1,1,0,0,KKR,Yes
Mumbai Indians,1,Suryakumar Yadav,56,36,7,2,155.56,0.0,0,0,0,0,0.0,1,0,1,0,KKR,Yes
Mumbai Indians,1,Ishan Kishan,1,3,0,0,33.33,0.0,0,0,0,0,0.0,0,0,0,0,KKR,Yes
Mumbai Indians,1,Hardik Pandya,15,17,2,0,88.24,0.0,0,0,0,0,0.0,0,0,0,0,KKR,Yes
Mumbai Indians,1,Kieron Pollard,5,8,1,0,62.5,1.0,6,0,12,0,12.0,1,0,0,0,KKR,Yes
Mumbai Indians,1,Krunal Pandya,15,9,3,0,166.67,4.0,24,0,13,1,3.3,0,0,0,0,KKR,Yes
Mumbai Indians,1,Marco Jansen,0,1,0,0,0.0,2.0,12,0,17,0,8.5,1,0,0,0,KKR,Yes
Mumbai Indians,1,Rahul Chahar,8,7,0,0,114.29,4.0,24,0,27,4,6.8,0,0,0,0,KKR,Yes
Mumbai Indians,1,Jasprit Bumrah,0,1,0,0,0.0,4.0,24,0,28,0,7.0,0,0,0,0,KKR,Yes
Mumbai Indians,1,Trent Boult,0,0,0,0,0.0,4.0,24,0,27,2,6.8,1,0,0,0,KKR,No
Kolkata Knight Riders,1,Nitish Rana,57,47,6,2,121.28,0.0,0,0,0,0,0.0,0,0,1,0,MI,Yes
Kolkata Knight Riders,1,Shubman Gill,33,24,5,1,137.5,0.0,0,0,0,0,0.0,2,0,0,0,MI,Yes
Kolkata Knight Riders,1,Rahul Tripathi,5,5,0,0,100.0,0.0,0,0,0,0,0.0,1,0,0,0,MI,Yes
Kolkata Knight Riders,1,Andre Russell,9,15,1,0,60.0,2.0,12,0,15,5,7.5,1,0,0,0,MI,Yes
Kolkata Knight Riders,1,Eoin Morgan,7,7,1,0,100.0,0.0,0,0,0,0,0.0,0,0,0,0,MI,Yes
Kolkata Knight Riders,1,Dinesh Karthik,8,11,0,0,72.73,0.0,0,0,0,0,0.0,1,0,0,0,MI,No
Kolkata Knight Riders,1,Shakib Al Hasan,9,9,1,0,100.0,4.0,24,0,23,1,5.8,1,0,0,0,MI,Yes
Kolkata Knight Riders,1,Pat Cummins,0,1,0,0,0.0,4.0,24,0,24,2,6.0,1,0,0,0,MI,Yes
Kolkata Knight Riders,1,Harbhajan Singh,2,2,0,0,100.0,2.0,12,0,17,0,8.5,0,0,0,0,MI,No
Kolkata Knight Riders,1,Prasidh Krishna,0,0,0,0,0.0,4.0,24,0,42,1,10.5,2,0,0,0,MI,No
Kolkata Knight Riders,1,Varun Chakravarthy,0,0,0,0,0.0,4.0,24,0,27,1,6.8,0,0,0,0,MI,No
Royal Challengers Banglore,1,Washington Sundar,8,11,1,0,72.73,2.0,12,0,14,0,7.0,0,0,0,0,SRH,Yes
Royal Challengers Banglore,1,Virat Kohli,33,29,4,0,113.79,0.0,0,0,0,0,0.0,1,0,0,0,SRH,Yes
Royal Challengers Banglore,1,Devdutt Padikkal,11,13,2,0,84.62,0.0,0,0,0,0,0.0,0,0,0,0,SRH,Yes
Royal Challengers Banglore,1,Glenn Maxwell,59,41,5,3,143.9,0.0,0,0,0,0,0.0,1,0,1,0,SRH,Yes
Royal Challengers Banglore,1,AB de Villiers,1,5,0,0,20.0,0.0,0,0,0,0,0.0,1,0,0,0,SRH,Yes
Royal Challengers Banglore,1,Shahbaz Ahmed,14,10,0,1,140.0,2.0,12,0,7,3,3.5,2,0,0,0,SRH,Yes
Royal Challengers Banglore,1,Daniel Christian,1,2,0,0,50.0,1.0,6,0,7,0,7.0,2,0,0,0,SRH,Yes
Royal Challengers Banglore,1,Kyle Jamieson,12,9,2,0,133.33,3.0,18,0,30,1,10.0,0,0,0,0,SRH,Yes
Royal Challengers Banglore,1,Harshal Patel,0,0,0,0,0.0,4.0,24,0,25,2,6.25,1,0,0,0,SRH,No
Royal Challengers Banglore,1,Mohammed Siraj,0,0,0,0,0.0,4.0,24,1,25,2,6.25,0,1,0,0,SRH,No
Royal Challengers Banglore,1,Yuzvendra Chahal,0,0,0,0,0.0,4.0,24,0,29,0,7.25,0,0,0,0,SRH,No
Sunrisers Hyderabad,1,Wriddhiman Saha,1,9,0,0,11.11,0.0,0,0,0,0,0.0,2,0,0,0,RCB,Yes
Sunrisers Hyderabad,1,David Warner,54,37,7,1,145.95,0.0,0,0,0,0,0.0,1,0,1,0,RCB,Yes
Sunrisers Hyderabad,1,Manish Pandey,38,39,2,2,97.44,0.0,0,0,0,0,0.0,2,0,0,0,RCB,Yes
Sunrisers Hyderabad,1,Jonny Bairstow,12,13,1,0,92.31,0.0,0,0,0,0,0.0,0,0,0,0,RCB,Yes
Sunrisers Hyderabad,1,Jason Holder,4,5,0,0,80.0,4.0,24,0,30,3,7.5,0,0,0,0,RCB,Yes
Sunrisers Hyderabad,1,Vijay Shankar,3,5,0,0,60.0,0.0,0,0,0,0,0.0,1,0,0,0,RCB,Yes
Sunrisers Hyderabad,1,Abdul Samad,0,2,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,RCB,Yes
Sunrisers Hyderabad,1,Rashid Khan,17,9,1,1,188.89,4.0,24,0,18,2,4.5,1,0,0,0,RCB,Yes
Sunrisers Hyderabad,1,Bhuvneshwar Kumar,2,2,0,0,100.0,4.0,24,0,30,1,7.5,0,0,0,0,RCB,No
Sunrisers Hyderabad,1,T Natarjan,0,0,0,0,0.0,4.0,24,0,32,1,8.0,0,0,0,0,RCB,No
Sunrisers Hyderabad,1,Shahbaz Nadeem,0,1,0,0,0.0,4.0,24,0,36,1,9.0,1,0,0,0,RCB,Yes
Delhi Capitals,1,Prithvi Shaw,2,5,0,0,40.0,0.0,0,0,0,0,0.0,0,0,0,0,RR,Yes
Delhi Capitals,1,Shikhar Dhawan,9,11,1,0,81.82,0.0,0,0,0,0,0.0,3,0,0,0,RR,Yes
Delhi Capitals,1,Rishabh Pant,51,32,9,0,159.38,0.0,0,0,0,0,0.0,1,0,1,0,RR,Yes
Delhi Capitals,1,Marcus Stoinis,0,5,0,0,0.0,1.0,6,0,15,0,15.0,0,0,0,0,RR,Yes
Delhi Capitals,1,Lalit Yadav,20,24,3,0,83.33,0.0,0,0,0,0,0.0,2,0,0,0,RR,Yes
Delhi Capitals,1,Ajinkya Rahane,8,8,1,0,100.0,0.0,0,0,0,0,0.0,0,0,0,0,RR,Yes
Delhi Capitals,1,Chris Woakes,15,11,2,0,136.36,4.0,24,0,22,2,5.5,0,0,0,0,RR,No
Delhi Capitals,1,Ravi Ashwin,7,4,1,0,175.0,3.0,18,0,14,0,4.7,0,0,0,0,RR,Yes
Delhi Capitals,1,Tom Curran,21,16,2,0,131.25,3.4,22,0,35,0,10.3,0,0,0,0,RR,Yes
Delhi Capitals,1,Kagiso Rabada,9,4,1,0,225.0,4.0,24,0,30,2,7.5,1,0,0,0,RR,No
Delhi Capitals,1,Avesh Khan,0,0,0,0,0.0,4.0,24,0,32,3,8.0,0,0,0,0,RR,No
Rajasthan Royals,1,Jos Butler,2,7,0,0,28.57,0.0,0,0,0,0,0.0,1,0,0,0,DC,Yes
Rajasthan Royals,1,Manan Vohra,9,11,2,0,81.82,0.0,0,0,0,0,0.0,0,0,0,0,DC,Yes
Rajasthan Royals,1,Sanju Samson,4,3,1,0,133.33,0.0,0,0,0,0,0.0,1,0,0,0,DC,Yes
Rajasthan Royals,1,David Miller,62,43,7,2,144.19,0.0,0,0,0,0,0.0,1,1,1,0,DC,Yes
Rajasthan Royals,1,Shivam Dube,2,7,0,0,28.57,0.0,0,0,0,0,0.0,0,0,0,0,DC,Yes
Rajasthan Royals,1,Riyan Parag,2,5,0,0,40.0,2.0,12,0,16,0,8.0,0,1,0,0,DC,Yes
Rajasthan Royals,1,Rahul Tewatia,19,17,2,0,111.76,3.0,18,0,27,0,9.0,1,0,0,0,DC,Yes
Rajasthan Royals,1,Chris Morris,36,18,0,4,200.0,3.0,18,0,27,1,9.0,0,0,0,0,DC,No
Rajasthan Royals,1,Jaydev Unadkat,11,7,0,1,157.14,4.0,24,0,15,3,3.8,1,0,0,0,DC,No
Rajasthan Royals,1,Chetan Sakariya,0,0,0,0,0.0,4.0,24,0,33,0,8.3,0,0,0,0,DC,No
Rajasthan Royals,1,Mustafizur Rahman,0,0,0,0,0.0,4.0,24,0,29,2,7.3,0,0,0,0,DC,No
Punjab Kings,1,KL Rahul,5,7,1,0,71.43,0.0,0,0,0,0,0.0,1,0,0,0,CSK,Yes
Punjab Kings,1,Mayank Agarwal,0,2,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,CSK,Yes
Punjab Kings,1,Chris Gayle,10,10,2,0,100.0,0.0,0,0,0,0,0.0,0,0,0,0,CSK,Yes
Punjab Kings,1,Deepak Hooda,10,15,1,0,66.67,0.0,0,0,0,0,0.0,1,0,0,0,CSK,Yes
Punjab Kings,1,Nicholas Pooran,0,2,0,0,0.0,0.0,0,0,0,0,0.0,1,0,0,0,CSK,Yes
Punjab Kings,1,Shahrukh Khan,47,36,4,2,130.56,0.0,0,0,0,0,0.0,1,0,0,0,CSK,Yes
Punjab Kings,1,Jhye Richardson,15,22,2,0,68.18,3.0,18,0,21,0,7.0,0,0,0,0,CSK,Yes
Punjab Kings,1,Murugan Ashwin,6,14,0,0,42.86,3.0,18,0,32,1,10.67,0,0,0,0,CSK,Yes
Punjab Kings,1,Riley Meredith,0,0,0,0,0.0,3.4,22,0,21,0,6.18,0,0,0,0,CSK,No
Punjab Kings,1,Mohammed Shami,9,12,0,0,75.0,4.0,24,0,21,2,5.25,0,0,0,0,CSK,No
Punjab Kings,1,Arshdeep Singh,0,0,0,0,0.0,2.0,12,0,7,1,3.5,0,0,0,0,CSK,No
Chennai Super Kings,1,Rituraj Gaikwad,5,16,0,0,31.25,0.0,0,0,0,0,0.0,0,0,0,0,PBKS,Yes
Chennai Super Kings,1,du Plessis,36,33,3,1,109.09,0.0,0,0,0,0,0.0,2,0,0,0,PBKS,No
Chennai Super Kings,1,Moeen Ali,46,31,7,1,148.39,3.0,18,0,17,1,5.67,0,0,0,0,PBKS,Yes
Chennai Super Kings,1,Suresh Raina,8,9,1,0,88.89,0.0,0,0,0,0,0.0,0,0,0,0,PBKS,Yes
Chennai Super Kings,1,Ambati Rayudu,0,1,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,PBKS,Yes
Chennai Super Kings,1,Ravindra Jadeja,0,0,0,0,0.0,4.0,24,0,19,0,4.75,2,1,0,0,PBKS,No
Chennai Super Kings,1,Dhoni,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,PBKS,No
Chennai Super Kings,1,Sam Curran,5,4,1,0,125.0,3.0,18,0,12,1,4.0,0,0,0,0,PBKS,No
Chennai Super Kings,1,DJ Bravo,0,0,0,0,0.0,2.0,12,0,10,1,5.0,0,0,0,0,PBKS,No
Chennai Super Kings,1,Shardul Thakur,0,0,0,0,0.0,4.0,24,0,35,0,8.75,1,0,0,0,PBKS,No
Chennai Super Kings,1,Deepak Chahar,0,0,0,0,0.0,4.0,24,1,13,4,3.25,0,0,0,0,PBKS,No
Mumbai Indians,1,Rohit Sharma,32,25,2,2,128.0,0.0,0,0,0,0,0.0,0,0,0,0,SRH,Yes
Mumbai Indians,1,Quinton de Kock,40,39,5,0,102.56,0.0,0,0,0,0,0.0,0,0,0,0,SRH,Yes
Mumbai Indians,1,Suryakumar Yadav,10,6,1,1,166.67,0.0,0,0,0,0,0.0,2,0,0,0,SRH,Yes
Mumbai Indians,1,Ishan Kishan,12,21,0,0,57.14,0.0,0,0,0,0,0.0,0,0,0,0,SRH,Yes
Mumbai Indians,1,Hardik Pandya,7,5,1,0,140.0,0.0,0,0,0,0,0.0,0,2,0,0,SRH,Yes
Mumbai Indians,1,Kieron Pollard,35,22,1,3,159.09,2.0,12,0,10,0,5.0,1,0,0,0,SRH,No
Mumbai Indians,1,Krunal Pandya,3,3,0,0,100.0,3.0,18,0,30,1,10.0,0,1,0,0,SRH,No
Mumbai Indians,1,Adam Milne,0,0,0,0,0.0,3.0,18,0,33,0,11.0,1,0,0,0,SRH,No
Mumbai Indians,1,Rahul Chahar,0,0,0,0,0.0,4.0,24,0,19,3,4.75,0,0,0,0,SRH,No
Mumbai Indians,1,Jasprit Bumrah,0,0,0,0,0.0,4.0,24,0,14,1,3.5,0,0,0,0,SRH,No
Mumbai Indians,1,Trent Boult,0,0,0,0,0.0,3.4,22,0,28,3,8.24,0,0,0,0,SRH,No
Sunrisers Hyderabad,1,Jonny Bairstow,43,22,3,4,195.45,0.0,0,0,0,0,0.0,1,0,0,0,MI,Yes
Sunrisers Hyderabad,1,David Warner,36,34,2,2,105.88,0.0,0,0,0,0,0.0,0,0,0,0,MI,Yes
Sunrisers Hyderabad,1,Manish Pandey,2,7,0,0,28.57,0.0,0,0,0,0,0.0,0,0,0,0,MI,Yes
Sunrisers Hyderabad,1,Virat Singh,11,12,1,0,91.67,0.0,0,0,0,0,0.0,2,0,0,0,MI,Yes
Sunrisers Hyderabad,1,Vijay Shankar,28,25,0,2,112.0,3.0,18,0,19,2,6.33,1,0,0,0,MI,Yes
Sunrisers Hyderabad,1,Abhishek Sharma,2,4,0,0,50.0,1.0,6,0,5,0,5.0,0,0,0,0,MI,Yes
Sunrisers Hyderabad,1,Abdul Samad,7,8,1,0,87.5,0.0,0,0,0,0,0.0,0,0,0,0,MI,Yes
Sunrisers Hyderabad,1,Rashid Khan,0,1,0,0,0.0,4.0,24,0,22,0,5.5,0,0,0,0,MI,Yes
Sunrisers Hyderabad,1,Bhuvneshwar Kumar,1,2,0,0,50.0,4.0,24,0,45,0,11.25,0,0,0,0,MI,Yes
Sunrisers Hyderabad,1,Mujeeb Ur Rahman,1,1,0,0,100.0,4.0,24,0,29,2,7.25,0,0,0,0,MI,No
Sunrisers Hyderabad,1,Khaleel Ahmed,1,2,0,0,50.0,4.0,24,0,24,1,6.0,0,0,0,0,MI,Yes
Sunrisers Hyderabad,0,J Suchith,0,0,0,0,0.0,0.0,0,0,0,0,0.0,1,0,0,0,MI,No
